xMercuryAtSun,yMercuryAtSun,xVenusAtSun,yVenusAtSun,xEarthAtSun,yEarthAtSun,xMarsAtSun,yMarsAtSun,xMoonAtEarth,yMoonAtEarth,xPhobosAtMars,yPhobosAtMars,xDeimosAtMars,yDeimosAtMars
-59083826,-12146654,79411956,-74352083,-97983982,-114952126,91333811,206526073,368907,27753,80,9464,19545,-8880
-58980525,-16060230,81429922,-72126319,-96052768,-116616125,89493805,207542678,352879,117427,-6264,6242,-2857,-23271
-58623133,-19904725,83385477,-69845273,-94093714,-118246541,87646122,208541476,316599,200531,-8484,-1081,-21037,-3288
-58022334,-23666673,85277117,-67510689,-92107431,-119842873,85790939,209522429,262558,272528,-5016,-7651,-8119,21550
-57188942,-27333841,87103385,-65124354,-90094549,-121404643,83928435,210485499,194207,329756,1904,-8902,16796,14563
-56133817,-30895116,88862874,-62688089,-88055711,-122931392,82058787,211430651,115631,369605,7461,-3839,16920,-13930
-54867810,-34340404,90554228,-60203757,-85991571,-124422688,80182171,212357850,31223,390565,7737,3959,-7925,-21852
-53401711,-37660533,92176139,-57673258,-83902791,-125878121,78298766,213267064,-54608,392183,2656,9054,-21062,2500
-51746217,-40847165,93727353,-55098524,-81790033,-127297303,76408748,214158263,-137664,374939,-4224,8101,-3062,23159
-49911913,-43892714,95206669,-52481523,-79653964,-128679864,74512292,215031418,-214103,340102,-8331,1820,19462,9614
-47909253,-46790271,96612938,-49824255,-77495249,-130025457,72609575,215886502,-280528,289593,-6909,-5648,13267,-18127
-45748559,-49533540,97945067,-47128752,-75314553,-131333747,70700773,216723490,-334036,225866,-785,-9233,-12512,-19097
-43440011,-52116778,99202018,-44397075,-73112542,-132604418,68786060,217542359,-372244,151825,5869,-6317,-19801,8138
-40993660,-54534737,100382809,-41631312,-70889877,-133837170,66865611,218343086,-393320,70761,8349,1096,2177,23354
-38419428,-56782620,101486514,-38833580,-68647219,-135031715,64939602,219125652,-396035,-13691,4982,7772,20943,4075
-35727123,-58856037,102512267,-36006019,-66385225,-136187781,63008204,219890037,-379842,-97615,-1785,9198,8806,-21219
-32926448,-60750969,103459258,-33150794,-64104548,-137305111,61071594,220636224,-344972,-176884,-7388,4545,-16332,-15176
-30027021,-62463733,104326739,-30270090,-61805833,-138383458,59129942,221364199,-292558,-247304,-8120,-3092,-17329,13283
-27038386,-63990955,105114017,-27366117,-59489718,-139422584,57183422,222073948,-224729,-304819,-3393,-8619,7281,22125
-23970037,-65329549,105820465,-24441098,-57156832,-140422257,55232207,222765457,-144650,-345792,3668,-8140,21145,-1712
-20831434,-66476689,106445512,-21497279,-54807798,-141382249,53276467,223438718,-56468,-367333,8115,-1880,3805,-23017
-17632025,-67429803,106988650,-18536917,-52443230,-142302328,51316374,224093719,34889,-367636,6827,5728,-19151,-10333
-14381267,-68186549,107449433,-15562285,-50063744,-143182257,49352099,224730455,124052,-346236,825,9424,-13797,17620
-11088648,-68744815,107827476,-12575670,-47669955,-144021794,47383811,225348919,205631,-304138,-5749,6841,11941,19547
-7763712,-69102708,108122459,-9579367,-45262490,-144820688,45411681,225949106,274681,-243775,-8546,-239,20058,-7392
-4416083,-69258553,108334122,-6575683,-42841988,-145578688,43435878,226531014,327102,-168801,-5657,-7137,-1430,-23411
-1055489,-69210893,108462270,-3566928,-40409105,-146295541,41456570,227094641,359939,-83774,1088,-9119,-20801,-4859
2308214,-68958495,108506769,-555423,-37964515,-146970999,39473925,227639986,371551,6221,7046,-4667,-9423,20878
5665015,-68500356,108467552,2456511,-35508912,-147604824,37488110,228167052,361647,95953,7997,3109,15875,15773
9004719,-67835717,108344612,5466549,-33043008,-148196793,35499293,228675841,331231,180398,3361,8748,17750,-12618
12316922,-66964080,108138009,8472367,-30567531,-148746699,33507640,229166357,282451,255043,-3570,8493,-6579,-22376
15590984,-65885227,107847865,11471639,-28083220,-149254357,31513316,229638606,218393,316126,-8158,2633,-21180,913
18816000,-64599247,107474367,14462045,-25590829,-149719603,29516486,230092595,142829,360803,-7360,-4950,-4479,22859
21980775,-63106566,107017765,17441269,-23091114,-150142297,27517316,230528332,59950,387234,-1601,-9162,18844,11034
25073790,-61407986,106478372,20407000,-20584838,-150522326,25515968,230945827,-25902,394596,5248,-6972,14361,-17074
28083186,-59504727,105856568,23356937,-18072761,-150859595,23512606,231345091,-110463,383024,8361,173,-11323,-19975
30996728,-57398481,105152792,26288787,-15555644,-151154034,21507393,231726137,-189740,353507,5575,7219,-20266,6634
33801788,-55091468,104367551,29200270,-13034241,-151405594,19500491,232088978,-260140,307763,-1051,9343,736,23445
36485324,-52586504,103501411,32089119,-10509305,-151614242,17492060,232433629,-318565,248101,-7000,5255,20661,5623
39033860,-49887081,102555004,34953083,-7981578,-151779965,15482262,232760107,-362454,177314,-8347,-2285,10093,-20492
41433479,-46997454,101529022,37789925,-5451799,-151902764,13471257,233068430,-389814,98580,-4127,-8276,-15373,-16356
43669816,-43922742,100424221,40597430,-2920699,-151982658,11459203,233358615,-399253,15394,2907,-8552,-18113,11951
45728066,-40669038,99241417,43373402,-389001,-152019679,9446260,233630684,-390019,-68491,7870,-2783,5909,22600
47593000,-37243538,97981487,46115665,2142578,-152013872,7432586,233884658,-362060,-149126,7244,4973,21218,-125
49249001,-33654676,96645371,48822071,4673337,-151965296,5418337,234120559,-316121,-222448,1570,9303,5205,-22662
50680112,-29912280,95234066,51490494,7202580,-151874022,3403671,234338412,-253847,-284418,-5186,7382,-18484,-11740
51870122,-26027732,93748630,54118836,9729628,-151740129,1388743,234538240,-177875,-331227,-8534,596,-14855,16535
52802663,-22014150,92190179,56705028,12253812,-151563699,-626290,234720071,-91878,-359589,-6240,-6568,10725,20375
53461361,-17886569,90559887,59247031,14774478,-151344819,-2641276,234883931,-489,-367096,269,-9251,20482,-5863
53830022,-13662128,88858986,61742839,17290981,-151083568,-4656061,235029850,90931,-352588,6565,-5454,1,-23447
53892861,-9360261,87088763,64190479,19802681,-150780022,-6670490,235157856,176706,-316428,8187,2222,-20467,-6403
53634806,-5002862,85250561,66588013,22308937,-150434244,-8684413,235267981,251375,-260604,4045,8361,-10692,20106
53041846,-614440,83345778,68933541,24809101,-150046295,-10697676,235360257,310237,-188591,-2881,8814,14888,16906
52101462,3777776,81375865,71225202,27302511,-149616229,-12710129,235434716,349798,-105002,-7916,3419,18496,-11247
50803117,8143795,79342326,73461171,29788490,-149144108,-14721623,235491392,368017,-15112,-7742,-4220,-5197,-22801
49138822,12450893,77246715,75639670,32266345,-148629999,-16732007,235530321,364356,75630,-2394,-9008,-21202,-670
47103744,16663769,75090638,77758960,34735369,-148073985,-18741133,235551539,339660,162032,4581,-7559,-5879,22450
44696865,20744826,72875750,79817348,37194840,-147476167,-20748853,235555084,295953,239467,8296,-758,18140,12407
41921634,24654622,70603754,81813188,39644032,-146836668,-22755019,235540992,236173,304086,6128,6595,15382,-15948
38786590,28352496,68276398,83744879,42082211,-146155631,-24759485,235509305,163925,352942,-300,9409,-10076,-20764
35305900,31797387,65895479,85610870,44508642,-145433221,-26762106,235460062,83227,384040,-6554,5919,-20640,5102
31499736,34948825,63462836,87409660,46922588,-144669629,-28762736,235393305,-1705,396346,-8499,-1468,-704,23425
27394457,37768076,60980350,89139799,49323320,-143865065,-30761231,235309075,-86670,389744,-4815,-7864,20284,7155
23022511,40219373,58449945,90799890,51710112,-143019763,-32757448,235207417,-167646,364971,2125,-8883,11327,-19677
18422040,42271167,55873584,92388589,54082245,-142133973,-34751244,235088374,-240943,323521,7550,-3664,-14342,-17459
13636164,43897302,53253269,93904609,56439010,-141207969,-36742477,234951993,-303312,267533,7601,4163,-18818,10558
8711962,45078005,50591040,95346718,58779709,-140242037,-38731006,234798318,-352024,199677,2312,9098,4518,22970
3699215,45800623,47888971,96713739,61103655,-139236483,-40716690,234627398,-384930,123043,-4575,7863,21192,1469
-1351012,46060015,45149169,98004557,63410170,-138191625,-42699390,234439280,-400486,41045,-8451,1419,6584,-22205
-6387841,45858588,42373775,99218115,65698593,-137107796,-44678966,234234014,-397792,-42665,-6761,-5949,-17734,-13085
-11361984,45205972,39564960,100353416,67968270,-135985341,-46655281,234011648,-376616,-124273,-543,-9298,-15849,15367
-16227005,44118376,36724924,101409525,70218566,-134824615,-48628197,233772235,-337454,-199874,6022,-6190,9465,21112
-20940340,42617706,33855893,102385567,72448857,-133625986,-50597578,233515826,-281587,-265572,8304,1305,20808,-4309
-25464043,40730524,30960119,103280734,74658535,-132389830,-52563288,233242473,-211172,-317613,4704,7895,1442,-23376
-29765245,38486943,28039878,104094277,76847011,-131116527,-54525191,232952230,-129301,-352590,-2162,9063,-20044,-7910
-33816351,35919537,25097467,104825517,79013710,-129806461,-56483154,232645151,-40033,-367722,-7608,4173,-11912,19239
-37594993,33062322,22135203,105473834,81158075,-128460015,-58437043,232321291,51702,-361201,-8053,-3461,13830,17968
-41083807,29949861,19155422,106038680,83279561,-127077565,-60386724,231980707,140351,-332559,-3155,-8777,19154,-9831
-44270070,26616519,16160475,106519568,85377632,-125659477,-62332068,231623454,220179,-282942,3874,-8074,-3784,-23121
-47145260,23095858,13152728,106916082,87451754,-124206107,-64272941,231249590,285858,-215192,8154,-1689,-21129,-2252
-49704565,19420185,10134559,107227871,89501384,-122717802,-66209214,230859175,333076,-133647,6632,5902,-7245,21939
-51946385,15620228,7108355,107454653,91525970,-121194907,-68140757,230452266,359003,-43685,461,9394,17349,13731
-53871856,11724929,4076515,107596213,93524944,-119637770,-70067441,230028924,362501,48883,-6051,6535,16331,-14753
-55484391,7761324,1041440,107652406,95497726,-118046752,-71989138,229589210,344075,138395,-8579,-646,-8783,-21455
-56789277,3754505,-1994460,107623153,97443725,-116422229,-73905721,229133185,305610,219792,-5452,-7390,-20922,3537
-57793311,-272367,-5028776,107508447,99362344,-114764598,-75817063,228660912,250036,288899,1332,-9129,-2133,23299
-58504481,-4298009,-8059098,107308348,101252987,-113074278,-77723039,228172453,180980,342546,7160,-4510,19811,8656
-58931700,-8302927,-11083016,107022985,103115056,-111351709,-79623523,227667872,102471,378586,7892,3307,12515,-18771
-59084576,-12269319,-14098125,106652556,104947962,-109597352,-81518391,227147233,18702,395854,3044,8811,-13249,-18476
-58973224,-16180957,-17102024,106197329,106751122,-107811687,-83407521,226610603,-66152,394094,-3921,8280,-19439,9109
-58608110,-20023076,-20092322,105657640,108523964,-105995216,-85290789,226058045,-148085,373880,-8296,2228,3107,23237
-57999925,-23782249,-23066634,105033893,110265925,-104148454,-87168073,225489628,-223381,336531,-7218,-5287,21067,3050
-57159483,-27446281,-26022589,104326561,111976458,-102271938,-89039252,224905419,-288715,284023,-1341,-9260,7939,-21643
-56097649,-31004091,-28957831,103536185,113655026,-100366217,-90904206,224305485,-341242,218892,5427,-6864,-16907,-14368
-54825268,-34445616,-31870015,102663372,115301110,-98431854,-92762816,223689895,-378668,144133,8345,370,-16768,14127
-53353130,-37761711,-34756819,101708799,116914206,-96469426,-94614962,223058718,-399305,63102,5330,7351,8154,21757
-51691928,-40944062,-37615936,100673207,118493825,-94479520,-96460527,222412024,-402114,-20587,-1415,9236,21038,-2745
-49852244,-43985105,-40445083,99557405,120039495,-92462735,-98299393,221749885,-386735,-103167,-7235,4893,2879,-23194
-47844528,-46877954,-43241999,98362266,121550764,-90419676,-100131444,221072370,-353517,-180803,-8293,-2681,-19530,-9385
-45679095,-49616328,-46004450,97088729,123027195,-88350958,-101956564,220379553,-303550,-249700,-3877,-8471,-13071,18287
-43366124,-52194502,-48730228,95737795,124468371,-86257199,-103774638,219671506,-238700,-306216,3138,-8509,12702,18952
-40915659,-54607241,-51417153,94310532,125873892,-84139024,-105585552,218948301,-161652,-347003,7935,-2606,19726,-8372
-38337621,-56849762,-54063079,92808065,127243381,-81997058,-107389192,218210013,-75931,-369205,7083,5147,-2360,-23331
-35641811,-58917688,-56665891,91231586,128576477,-79831923,-109185447,217456715,14114,-370707,1230,9297,-20958,-3834
-32837933,-60807010,-59223507,89582343,129872840,-77644239,-110974203,216688484,103436,-350440,-5493,7098,-8573,21330
-29935599,-62514056,-61733885,87861646,131132141,-75434612,-112755350,215905394,186539,-308699,-8585,176,16476,14990
-26944353,-64035460,-64195019,86070862,132354066,-73203638,-114528777,215107522,257923,-247374,-6033,-6858,17213,-13484
-23873688,-65368145,-66604942,84211417,133538300,-70951900,-116294376,214294945,312659,-170003,536,-9289,-7458,-22044
-20733061,-66509293,-68961731,82284791,134684525,-68679971,-118052036,213467739,346994,-81537,6704,-5313,-21106,1951
-17531921,-67456339,-71263503,80292520,135792415,-66388416,-119801650,212625983,358816,12163,8113,2413,-3556,23069
-14279725,-68206949,-73508422,78236192,136861628,-64077807,-121543110,211769755,347843,104993,3759,8440,19248,10110
-10985964,-68759017,-75694698,76117449,137891815,-61748726,-123276310,210899135,315497,191252,-3226,8630,13652,-17772
-7660183,-69110658,-77820589,73937983,138882620,-59401770,-125001145,210014201,264555,266115,-8072,3017,-12100,-19410
-4312009,-69260202,-79884400,71699534,139833687,-57037557,-126717508,209115034,198707,325885,-7608,-4587,-19966,7622
-951172,-69206200,-81884489,69403892,140744664,-54656726,-128425295,208201715,122143,368054,-2116,-9141,1673,23399
2412466,-68947425,-83819266,67052892,141615208,-52259933,-130124404,207274324,39226,391229,4785,-7470,20847,4611
5768888,-68482882,-85687194,64648415,142444987,-49847853,-131814730,206332944,-45743,395013,8308,-570,9258,-20977
9107895,-67811820,-87486790,62192382,143233685,-47421177,-133496172,205377657,-128677,379872,5916,6734,-16000,-15593
12419075,-66933749,-89216627,59686759,143980997,-44980607,-135168629,204408545,-205802,347018,-646,9330,-17605,12830
15691780,-65848460,-90875336,57133550,144686638,-42526862,-136831999,203425692,-273736,298309,-6799,5575,6801,22302
18915097,-64556052,-92461605,54534798,145350337,-40060669,-138486184,202429181,-329556,236159,-8461,-1884,21174,-1165
22077820,-63056961,-93974183,51892581,145971843,-37582768,-140131083,201419097,-370855,163462,-4557,-8096,4296,-22905
25168423,-61352003,-95411877,49209014,146550921,-35093906,-141766598,200395524,-395809,83499,2383,-8863,-18921,-10827
28175032,-59442411,-96773557,46486241,147087359,-32594838,-143392632,199358548,-403228,-148,7643,-3497,-14169,17254
31085402,-57329892,-98058154,43726441,147580962,-30086327,-145009088,198308255,-392611,-83708,7472,4338,11517,19844
33886892,-55016683,-99264664,40931818,148031556,-27569139,-146615869,197244730,-364181,-163329,2000,9115,20211,-6865
36566446,-52505621,-100392144,38104608,148438989,-25044043,-148212880,196168061,-318909,-235204,-4882,7606,-931,-23436
39110576,-49800219,-101439718,35247068,148803130,-22511811,-149800026,195078334,-258529,-295701,-8519,996,-20688,-5399
41505349,-46904759,-102406573,32361480,149123869,-19973213,-151377213,193975638,-185540,-341507,-6555,-6273,-9869,20622
43736389,-43824387,-103291963,29450148,149401118,-17429016,-152944348,192860059,-103185,-369784,-253,-9365,15533,16174
45788874,-40565229,-104095209,26515396,149634809,-14879984,-154501337,191731687,-15417,-378357,6190,-6060,18016,-12147
47647565,-37134517,-104815697,23559562,149824894,-12326869,-156048090,190590611,73189,-365927,8260,1493,-6098,-22535
49296831,-33540725,-105452882,20585004,149971342,-9770415,-157584515,189436920,157608,-332307,4451,7989,-21191,363
50720708,-29793728,-106006286,17594091,150074138,-7211352,-159110522,188270704,232629,-278641,-2494,8909,-4971,22730
51902976,-25904959,-106475498,14589204,150133278,-4650393,-160626020,187092053,293270,-207555,-7778,3784,18601,11516
52827267,-21887593,-106860176,11572734,150148757,-2088236,-162130921,185901059,335284,-123138,-7930,-3854,14721,-16691
53477208,-17756727,-107160048,8547079,150120573,474435,-163625137,184697811,355691,-30690,-2861,-8944,-10889,-20260
53836613,-13529570,-107374907,5514643,150048711,3036944,-165108580,183482402,353181,63769,4108,-8001,-20400,6107
53889717,-9225628,-107504617,2477833,149933150,5598613,-166581162,182254924,328263,154158,8194,-1507,230,23451
53621473,-4866876,-107549111,-560940,149773861,8158757,-168042799,181015469,283119,234962,6453,6048,20534,6159
53017910,-477905,-107508389,-3599270,149570812,10716675,-169493404,179764130,221216,301710,138,9343,10526,-20220
52066563,3913970,-107382519,-6634750,149323972,13271655,-170932892,178501001,146817,351214,-6302,6215,-15014,-16750
50756966,8278671,-107171639,-9664978,149033323,15822964,-172361180,177226174,64527,381587,-8557,-1073,-18364,11475
49081218,12583393,-106875954,-12687558,148698856,18369857,-173778185,175939745,-21063,392119,-5188,-7657,5421,22741
47034596,16792756,-106495738,-15700104,148320579,20911575,-175183823,174641806,-105607,383101,1616,-9133,21214,431
44616210,20869100,-106031329,-18700238,147898520,23447353,-176578012,173332455,-185137,355644,7281,-4351,5689,-22515
41829658,24772934,-105483135,-21685596,147432723,25976414,-177960672,172011784,-256131,311528,7794,3483,-18224,-12215
38683648,28463573,-104851631,-24653826,146923251,28497978,-179331722,170679891,-315557,253086,2761,8849,-15208,16138
35192527,31899957,-104137354,-27602595,146370187,31011260,-180691082,169336871,-360902,183119,-4222,8054,10286,20642
31376660,35041654,-103340911,-30529586,145773633,33515469,-182038672,167982821,-390210,104819,-8381,1809,20601,-5323
27262596,37850003,-102462972,-33432500,145133713,36009814,-183374415,166617837,-402136,21700,-7017,-5641,507,-23435
22882967,40289350,-101504270,-36309063,144450572,38493503,-184698232,165242016,-396003,-62485,-1030,-9358,-20323,-6930
18276085,42328297,-100465602,-39157022,143724374,40965742,-186010047,163855457,-371854,-143855,5624,-6746,-11125,19814
13485205,43940872,-99347828,-41974149,142955309,43425741,-187309783,162458256,-330507,-218524,8330,557,14521,17285
8557512,45107517,-98151871,-44758244,142143588,45872714,-188597364,161050513,-273576,-282755,5109,7459,18732,-10757
3542847,45815804,-96878712,-47507135,141289445,48305881,-189872715,159632325,-203467,-333132,-1731,9114,-4701,-22925
-1507709,46060831,-95529395,-50218680,140393135,50724470,-191135763,158203793,-123336,-366735,-7416,4523,-21181,-1221
-6543307,45845236,-94105021,-52890769,139454936,53127722,-192386433,156765015,-37010,-381324,-8183,-3092,-6361,22283
-11514731,45178863,-92606749,-55521325,138475145,55514891,-193624652,155316090,51133,-375514,-3572,-8673,17867,12877
-16375652,44078111,-91035798,-58108307,137454075,57885246,-194850348,153857120,136344,-348946,3402,-8455,15718,-15539
-21083640,42565047,-89393438,-60649708,136392057,60238076,-196063449,152388204,213720,-302426,8004,-2426,-9622,-21017
-25600899,40666359,-87680997,-63143564,135289429,62572687,-197263886,150909444,278510,-238033,6935,5301,-20744,4559
-29894727,38412254,-85899857,-65587946,134146538,64888407,-198451586,149420940,326477,-159132,933,9273,-1206,23393
-33937689,35835363,-84051450,-67980967,132963732,67184581,-199626482,147922793,354308,-70262,-5744,6808,20122,7686
-37707578,32969730,-82137262,-70320784,131741356,69460571,-200788503,146415107,360006,23146,-8581,-253,11747,-19372
-41187179,29849925,-80158826,-72605596,130479749,71715749,-201937582,144897982,343171,115228,-5768,-7157,-13960,-17825
-44363908,26510293,-78117725,-74833649,129179239,73949489,-203073651,143371522,305078,200247,846,-9319,-19042,10057
-47229364,22984364,-76015589,-77003233,127840152,76161163,-204196643,141835829,248515,273151,6856,-5158,4024,23075
-49778841,19304400,-73854093,-79112686,126462810,78350137,-205306493,140291006,177419,329994,8045,2594,21152,2024
-52010833,15501076,-71634959,-81160397,125047540,80515763,-206403134,138737157,96399,368152,3507,8499,7062,-22020
-53926550,11603274,-69359950,-83144802,123594680,82657388,-207486503,137174386,10284,386329,-3516,8438,-17447,-13540
-55529471,7637972,-67030869,-85064390,122104578,84774346,-208556534,135602796,-76235,384424,-8171,2611,-16178,14940
-56824935,3630202,-64649562,-86917701,120577604,86865968,-209613164,134022493,-158846,363323,-7416,-4964,9006,21350
-57819778,-396936,-62217911,-88703329,119014141,88931582,-210656331,132433581,-233736,324693,-1786,-9270,20893,-3764
-58522021,-4422215,-59737837,-90419920,117414595,90970516,-211685972,130836166,-297652,270801,5014,-7363,1950,-23325
-58940603,-8426195,-57211296,-92066177,115779387,92982099,-212702026,129230352,-347910,204388,8322,-381,-19869,-8429
-59085149,-12391125,-54640276,-93640858,114108960,94965664,-213704433,127616245,-382408,128573,5726,6855,-12324,18914
-58965786,-16300825,-52026800,-95142779,112403773,96920545,-214693131,125993952,-399642,46783,-941,9240,13435,18324
-58592990,-20140571,-49372919,-96570810,110664306,98846084,-215668063,124363580,-398739,-37305,-6987,5230,19360,-9325
-57977455,-23896977,-46680715,-97923883,108891058,100741629,-216629168,122725234,-379517,-119844,-8367,-2305,-3282,-23207
-57130001,-27557884,-43952296,-99200986,107084550,102606534,-217576389,121079021,-342549,-196909,-4243,-8330,-21074,-2808
-56061489,-31112244,-41189796,-100401169,105245320,104440163,-218509668,119425050,-289217,-264644,2676,-8827,-7714,21736
-54782767,-34550024,-38395374,-101523540,103373932,106241891,-219428949,117763427,-221750,-319439,7742,-3317,17044,14182
-53304618,-37862106,-35571210,-102567268,101470967,108011109,-220334175,116094262,-143204,-358139,7354,4501,16646,-14316
-51637735,-41040200,-32719506,-103531585,99537028,109747226,-221225292,114417661,-57383,-378270,1730,9118,-8318,-21672
-49792695,-44076764,-29842481,-104415782,97572735,111449669,-222102244,112733734,31312,-378249,-5130,7349,-20993,2981
-47779943,-46964931,-26942374,-105219214,95578723,113117890,-222964978,111042589,118104,-357559,-8531,572,-2634,23231
-45609791,-49698440,-24021436,-105941297,93555638,114751363,-223813440,109344336,198108,-316860,-6295,-6600,19616,9174
-43292413,-52271579,-21081936,-106581511,91504134,116349590,-224647576,107639083,266636,-258031,80,-9421,12920,-18430
-40837851,-54679130,-18126151,-107139398,89424869,117912093,-225467337,105926942,319516,-184128,6373,-5910,-12848,-18813
-38256018,-56916323,-15156371,-107614564,87318499,119438422,-226272668,104208022,353413,-99252,8220,1680,-19630,8590
-35556716,-58978792,-12174895,-108006677,85185678,120928145,-227063521,102482433,366116,-8318,4228,8067,2602,23307
-32749643,-60862539,-9184026,-108315470,83027051,122380847,-227839846,100750286,356761,83267,-2770,8752,20994,3601
-29844410,-62563902,-6186076,-108540738,80843256,123796127,-228601591,99011692,325951,170019,-7889,3398,8409,-21420
-26850560,-64079526,-3183358,-108682342,78634920,125173587,-229348710,97266762,275730,246821,-7752,-4248,-16592,-14806
-23777581,-65406340,-178187,-108740206,76402665,126512834,-230081154,95515608,209391,309340,-2518,-9104,-17068,13679
-20634934,-66541535,2827120,-108714315,74147112,127813473,-230798876,93758342,131149,354349,4368,-7906,7677,21962
-17432066,-67482553,5830251,-108604720,71868879,129075105,-231501828,91995076,45732,379887,8237,-1312,21091,-2192
-14178434,-68227068,8828894,-108411536,69568597,130297327,-232189966,90225921,-42019,385265,6292,6184,3382,-23104
-10883531,-68772981,11820744,-108134940,67246903,131479734,-232863243,88450992,-127485,370933,-132,9285,-19320,-9898
-7556904,-69118412,14803502,-107775171,64904449,132621924,-233521615,86670400,-206493,338287,-6492,5901,-13461,17934
-4208183,-69261701,17774877,-107332533,62541900,133723496,-234165038,84884260,-275454,289456,-8481,-1496,12285,19277
-847102,-69201403,20732589,-106807390,60159938,134784057,-234793469,83092685,-331407,227115,-4873,-7920,19903,-7846
2516473,-68936300,23674368,-106200171,57759257,135803220,-235406865,81295788,-372029,154335,1937,-9117,-1855,-23380
5872520,-68465405,26597960,-105511365,55340569,136780610,-236005185,79493684,-395630,74489,7412,-4168,-20868,-4389
9210834,-67787973,29501122,-104741521,52904596,137715860,-236588386,77686488,-401151,-8830,7705,3658,-9033,21092
12520995,-66903524,32381633,-103891252,50452078,138608615,-237156428,75874313,-388187,-91863,2520,8877,16146,15415
15792349,-65811858,35237284,-102961228,47983766,139458533,-237709272,74057275,-357028,-170749,-4462,7834,17502,-13019
19013974,-64513083,38065891,-101952182,45500429,140265283,-238246879,72235489,-308732,-241620,-8409,1399,-6980,-22228
22174653,-63007649,40865288,-100864903,43002849,141028553,-238769209,70409072,-245185,-300738,-6766,-5989,-21142,1390
25262852,-61296382,43633333,-99700242,40491826,141748044,-239276225,68578137,-169146,-344694,-676,-9441,-4058,22962
28266685,-59380531,46367909,-98459105,37968174,142423482,-239767889,66742803,-84232,-370645,5840,-6600,19024,10611
31173895,-57261816,49066923,-97142457,35432722,143054615,-240244167,64903184,5188,-376592,8319,755,14035,-17398
33971831,-54942495,51728312,-95751317,32886308,143641218,-240705020,63059399,94215,-361627,4915,7557,-11675,-19720
36647423,-52425422,54350039,-94286764,30329779,144183098,-241150415,61211563,177725,-326116,-1988,8993,-20124,7091
39187169,-49714134,56930100,-92749927,27763982,144680090,-241580317,59359793,250759,-271760,-7536,4164,1161,23430
41577124,-46812938,59466522,-91141994,25189763,145132059,-241994693,57504209,308910,-201525,-8022,-3495,20742,5160
43802898,-43727008,61957363,-89464201,22607959,145538898,-242393509,55644926,348671,-119442,-3221,-8862,9709,-20720
45849658,-40462503,64400718,-87717842,20019396,145900525,-242776733,53782063,367694,-30315,3693,-8372,-15654,-16011
47702151,-37026689,66794718,-85904256,17424886,146216875,-243144333,51915739,364947,60630,8078,-2223,-17877,12360
49344738,-33428084,69137529,-84024838,14825230,146487901,-243496280,50046072,340760,148116,6802,5453,6312,22470
50761446,-29676605,71427358,-82081029,12221213,146713565,-243832541,48173180,296778,227170,686,9245,21194,-600
51936050,-25783738,73662450,-80074320,9613607,146893837,-244153089,46297184,235805,293452,-5934,6529,4789,-22779
52852179,-21762712,75841093,-78006247,7003177,147028690,-244457894,44418201,161577,343525,-8523,-669,-18678,-11325
53493466,-17628686,77961616,-75878395,4390679,147118100,-244746928,42536353,78461,375039,-5458,-7445,-14539,16870
53843734,-13398936,80022391,-73692393,1776869,147162042,-245020164,40651758,-8870,386806,1191,-9324,11083,20137
53887237,-9093039,82021836,-71449911,-837498,147160493,-245277575,38764537,-95758,378785,7019,-4973,20354,-6321
53608956,-4733048,83958415,-69152667,-3451663,147113432,-245519136,36874811,-177829,351961,7982,2784,-422,-23448
52994962,-343634,85830638,-66802415,-6064860,147020844,-245744820,34982699,-251196,308179,3292,8552,-20563,-5944
52032843,4047806,87637063,-64400953,-8676315,146882718,-245954605,33088324,-312584,249951,-3745,8255,-10318,20347
50712204,8411112,89376298,-61950116,-11285248,146699054,-246148465,31191805,-359383,180278,-8214,2222,15178,16574
49025232,12713398,91047002,-59451776,-13890870,146469862,-246326378,29293265,-389663,102494,-7179,-5328,18275,-11659
46967311,16919214,92647883,-56907844,-16492386,146195165,-246488321,27392826,-402164,20155,-1419,-9380,-5604,-22686
44537678,20990838,94177701,-54320263,-19088993,145874999,-246634274,25490609,-396283,-63039,5262,-7222,-21192,-196
41740077,24888736,95635273,-51691011,-21679882,145509413,-246764214,23586736,-372084,-143320,8340,-170,-5467,22583
38583381,28572199,97019464,-49022097,-24264236,145098472,-246878123,21681330,-330327,-216905,5558,6974,18346,12004
35082112,32000176,98329200,-46315561,-26841234,144642256,-246975981,19774514,-272521,-280085,-1180,9154,15078,-16291
31256820,35132270,99563457,-43573473,-29410046,144140862,-247057769,17866411,-200985,-329360,-7113,4904,-10441,-20540
27134239,37929897,100721272,-40797931,-31969832,143594407,-247123469,15957144,-118896,-361624,-8225,-2708,-20527,5562
22747179,40357513,101801735,-37991057,-34519748,143003031,-247173064,14046836,-30280,-374425,-3892,-8547,-279,23442
18134110,42383872,102803999,-35154999,-37058943,142366898,-247206538,12135612,60101,-366262,2995,-8759,20392,6705
13338421,43983180,103727271,-32291929,-39586563,141686206,-247223876,10223594,147005,-336878,7847,-3103,10960,-19930
8407394,45136086,104570818,-29404040,-42101757,140961180,-247225061,8310908,225092,-287459,7246,4672,-14642,-17141
3390925,45830385,105333970,-26493545,-44603684,140192081,-247210081,6397678,289418,-220671,1506,9120,-18608,10978
-1659890,46061403,106016113,-23562674,-47091517,139379199,-247178923,4484029,335916,-140491,-5315,7109,4928,22871
